"Time (s)","Recording (a.u.)"
1.568750000E-2,1.695351559E-3
1.570833333E-2,2.090967726E-3
1.572916667E-2,2.178727416E-3
1.575000000E-2,2.228158060E-3
1.577083333E-2,2.314134035E-3
1.579166667E-2,2.522387542E-3
1.581250000E-2,2.769137966E-3
1.583333333E-2,3.076858353E-3
1.585416667E-2,3.391557373E-3
1.587500000E-2,3.631675150E-3
1.589583333E-2,3.952011932E-3
1.591666667E-2,4.178169649E-3
1.593750000E-2,4.340705462E-3
1.595833333E-2,4.504104611E-3
1.597916667E-2,4.515880719E-3
1.600000000E-2,4.449842963E-3
1.602083333E-2,4.507007077E-3
1.604166667E-2,4.666504916E-3
1.606250000E-2,4.871534184E-3
1.608333333E-2,5.138301756E-3
1.610416667E-2,5.309750792E-3
1.612500000E-2,5.453716498E-3
1.614583333E-2,5.532052368E-3
1.616666667E-2,5.501097534E-3
1.618750000E-2,5.516213365E-3
1.620833333E-2,5.529312417E-3
1.622916667E-2,5.627995823E-3
1.625000000E-2,5.755174905E-3
1.627083333E-2,5.824873224E-3
1.629166667E-2,5.915340967E-3
1.631250000E-2,5.970707163E-3
1.633333333E-2,5.966536235E-3
1.635416667E-2,5.838821642E-3
1.637500000E-2,5.630325992E-3
1.639583333E-2,5.417561159E-3
1.641666667E-2,5.247263238E-3
1.643750000E-2,5.080531351E-3
1.645833333E-2,4.889853764E-3
1.647916667E-2,4.862556234E-3
1.650000000E-2,4.811834544E-3
1.652083333E-2,4.565169103E-3
1.654166667E-2,4.315480124E-3
1.656250000E-2,4.092093557E-3
1.658333333E-2,3.816453740E-3
1.660416667E-2,3.463382134E-3
1.662500000E-2,3.098175162E-3
1.664583333E-2,2.763552591E-3
1.666666667E-2,2.457026392E-3
1.668750000E-2,2.205945086E-3
1.670833333E-2,1.948599005E-3
1.672916667E-2,1.665369142E-3
1.675000000E-2,1.432455145E-3
1.677083333E-2,1.096946537E-3
1.679166667E-2,6.266005803E-4
1.681250000E-2,2.251445258E-4
1.683333333E-2,-1.766142232E-4
1.685416667E-2,-6.068248185E-4
1.687500000E-2,-9.671284934E-4
1.689583333E-2,-1.327043516E-3
1.691666667E-2,-1.699491404E-3
1.693750000E-2,-2.065857872E-3
1.695833333E-2,-2.449861728E-3
1.697916667E-2,-2.787336474E-3
1.700000000E-2,-3.100067843E-3
1.702083333E-2,-3.513005562E-3
1.704166667E-2,-3.959724214E-3
1.706250000E-2,-4.378422163E-3
1.708333333E-2,-4.852471873E-3
1.710416667E-2,-5.255008116E-3
1.712500000E-2,-5.516583100E-3
1.714583333E-2,-5.812878255E-3
1.716666667E-2,-6.206403021E-3
1.718750000E-2,-6.674857810E-3
1.720833333E-2,-7.196155842E-3
1.722916667E-2,-7.718677633E-3
1.725000000E-2,-8.211106062E-3
1.727083333E-2,-8.681791835E-3
1.729166667E-2,-9.083866142E-3
1.731250000E-2,-9.408065118E-3
1.733333333E-2,-9.693227708E-3
1.735416667E-2,-9.919436648E-3
1.737500000E-2,-1.014962420E-2
1.739583333E-2,-1.038699783E-2
1.741666667E-2,-1.062112395E-2
1.743750000E-2,-1.091843937E-2
1.745833333E-2,-1.127011795E-2
1.747916667E-2,-1.168502029E-2
1.750000000E-2,-1.203593239E-2
1.752083333E-2,-1.224320568E-2
1.754166667E-2,-1.242014952E-2
1.756250000E-2,-1.262409054E-2
1.758333333E-2,-1.283660345E-2
1.760416667E-2,-1.301505696E-2
1.762500000E-2,-1.320809126E-2
1.764583333E-2,-1.342440769E-2
1.766666667E-2,-1.368206926E-2
1.768750000E-2,-1.394960470E-2
1.770833333E-2,-1.413736306E-2
1.772916667E-2,-1.428974047E-2
1.775000000E-2,-1.435893867E-2
1.777083333E-2,-1.439168211E-2
1.779166667E-2,-1.446150430E-2
1.781250000E-2,-1.451293193E-2
1.783333333E-2,-1.465186104E-2
1.785416667E-2,-1.482654829E-2
1.787500000E-2,-1.489235833E-2
1.789583333E-2,-1.495499723E-2
1.791666667E-2,-1.503208559E-2
1.793750000E-2,-1.504006237E-2
1.795833333E-2,-1.501340233E-2
1.797916667E-2,-1.492002420E-2
1.800000000E-2,-1.479761861E-2
1.802083333E-2,-1.475367229E-2
1.804166667E-2,-1.472569071E-2
1.806250000E-2,-1.469835453E-2
1.808333333E-2,-1.467698347E-2
1.810416667E-2,-1.469695196E-2
1.812500000E-2,-1.472434215E-2
1.814583333E-2,-1.463514566E-2
1.816666667E-2,-1.441018656E-2
1.818750000E-2,-1.398215629E-2
1.820833333E-2,-1.344033331E-2
1.822916667E-2,-1.294671372E-2
1.825000000E-2,-1.256822422E-2
1.827083333E-2,-1.230621152E-2
1.829166667E-2,-1.204288192E-2
1.831250000E-2,-1.166219451E-2
1.833333333E-2,-1.103447098E-2
1.835416667E-2,-1.038285438E-2
1.837500000E-2,-9.907925501E-3
1.839583333E-2,-9.375957772E-3
1.841666667E-2,-8.770143613E-3
1.843750000E-2,-8.302359842E-3
1.845833333E-2,-7.853848860E-3
1.847916667E-2,-7.293578237E-3
1.850000000E-2,-6.953401025E-3
1.852083333E-2,-6.632221397E-3
1.854166667E-2,-6.051497068E-3
1.856250000E-2,-5.558489356E-3
1.858333333E-2,-5.033159163E-3
1.860416667E-2,-4.346564412E-3
1.862500000E-2,-3.638255410E-3
1.864583333E-2,-2.960526617E-3
1.866666667E-2,-2.402740065E-3
1.868750000E-2,-2.023290843E-3
1.870833333E-2,-1.767494483E-3
1.872916667E-2,-1.442945795E-3
1.875000000E-2,-9.886203334E-4
1.877083333E-2,-1.970449521E-4
1.879166667E-2,7.985174889E-4
1.881250000E-2,1.506961999E-3
1.883333333E-2,2.074180637E-3
1.885416667E-2,2.536105923E-3
1.887500000E-2,2.835383173E-3
1.889583333E-2,3.292662557E-3
1.891666667E-2,3.880342934E-3
1.893750000E-2,4.381190520E-3
1.895833333E-2,4.860519432E-3
1.897916667E-2,5.338161718E-3
1.900000000E-2,5.787171889E-3
1.902083333E-2,6.450644694E-3
1.904166667E-2,7.150379010E-3
1.906250000E-2,7.700226270E-3
1.908333333E-2,8.326352574E-3
1.910416667E-2,8.735644631E-3
1.912500000E-2,9.070548229E-3
1.914583333E-2,9.663537145E-3
1.916666667E-2,1.014106162E-2
1.918750000E-2,1.060305536E-2
1.920833333E-2,1.127778925E-2
1.922916667E-2,1.189600118E-2
1.925000000E-2,1.241338812E-2
1.927083333E-2,1.284241118E-2
1.929166667E-2,1.304182876E-2
1.931250000E-2,1.318727061E-2
1.933333333E-2,1.340100728E-2
1.935416667E-2,1.359529607E-2
1.937500000E-2,1.384691987E-2
1.939583333E-2,1.416280027E-2
1.941666667E-2,1.436594781E-2
1.943750000E-2,1.444903109E-2
1.945833333E-2,1.454697456E-2
1.947916667E-2,1.455351803E-2
1.950000000E-2,1.455578580E-2
1.952083333E-2,1.466338895E-2
1.954166667E-2,1.463299710E-2
1.956250000E-2,1.454506628E-2
1.958333333E-2,1.449278928E-2
1.960416667E-2,1.438495051E-2
1.962500000E-2,1.429660246E-2
1.964583333E-2,1.430851873E-2
1.966666667E-2,1.439159643E-2
1.968750000E-2,1.439855527E-2
1.970833333E-2,1.424197573E-2
1.972916667E-2,1.395365782E-2
1.975000000E-2,1.361854840E-2
1.977083333E-2,1.324246638E-2
1.979166667E-2,1.292272843E-2
1.981250000E-2,1.284423470E-2
1.983333333E-2,1.275861636E-2
1.985416667E-2,1.248313487E-2
1.987500000E-2,1.218994893E-2
1.989583333E-2,1.184806228E-2
1.991666667E-2,1.146332733E-2
1.993750000E-2,1.119596884E-2
1.995833333E-2,1.100196689E-2
1.997916667E-2,1.074143313E-2
2.000000000E-2,1.040451601E-2
2.002083333E-2,9.998805821E-3
2.004166667E-2,9.654399008E-3
2.006250000E-2,9.421672672E-3
2.008333333E-2,9.142420255E-3
2.010416667E-2,9.023210034E-3
2.012500000E-2,8.940773085E-3
2.014583333E-2,8.460658602E-3
2.016666667E-2,7.795475423E-3
2.018750000E-2,7.176377811E-3
2.020833333E-2,6.622642744E-3
2.022916667E-2,6.241781637E-3
2.025000000E-2,5.996822380E-3
2.027083333E-2,5.678888410E-3
2.029166667E-2,5.258099176E-3
2.031250000E-2,4.772990476E-3
2.033333333E-2,4.271004815E-3
2.035416667E-2,3.823910840E-3
2.037500000E-2,3.326441161E-3
2.039583333E-2,2.810453763E-3
2.041666667E-2,2.221046248E-3
2.043750000E-2,1.604301156E-3
2.045833333E-2,1.142780297E-3
2.047916667E-2,7.830849499E-4
2.050000000E-2,5.602589808E-4
2.052083333E-2,2.123834856E-4
2.054166667E-2,-2.576390107E-4
2.056250000E-2,-6.125357468E-4
2.058333333E-2,-1.040381612E-3
2.060416667E-2,-1.518856734E-3
2.062500000E-2,-2.003294649E-3
2.064583333E-2,-2.414762974E-3
2.066666667E-2,-2.690162975E-3
2.068750000E-2,-2.905033063E-3
2.070833333E-2,-3.072483931E-3
2.072916667E-2,-3.313760739E-3
2.075000000E-2,-3.602301236E-3
2.077083333E-2,-3.868082538E-3
2.079166667E-2,-4.141801968E-3
2.081250000E-2,-4.424718209E-3
2.083333333E-2,-4.623665940E-3
2.085416667E-2,-4.717964679E-3
2.087500000E-2,-4.791499116E-3
2.089583333E-2,-4.792822991E-3
2.091666667E-2,-4.739767406E-3
2.093750000E-2,-4.749239422E-3
2.095833333E-2,-4.823829047E-3
2.097916667E-2,-4.880324937E-3
2.100000000E-2,-4.951568320E-3
2.102083333E-2,-5.051894113E-3
2.104166667E-2,-5.111792590E-3
2.106250000E-2,-5.168855190E-3
2.108333333E-2,-5.240114406E-3
2.110416667E-2,-5.284738727E-3
2.112500000E-2,-5.235445220E-3
2.114583333E-2,-5.118089728E-3
2.116666667E-2,-5.052258261E-3
2.118750000E-2,-5.063960329E-3
2.120833333E-2,-5.154899321E-3
2.122916667E-2,-5.270305555E-3
2.125000000E-2,-5.301148165E-3
2.127083333E-2,-5.242159590E-3
2.129166667E-2,-5.071034189E-3
2.131250000E-2,-4.849239253E-3
2.133333333E-2,-4.666826222E-3
2.135416667E-2,-4.437151365E-3
2.137500000E-2,-4.188267048E-3
2.139583333E-2,-3.908101469E-3
2.141666667E-2,-3.589962143E-3
2.143750000E-2,-3.284169827E-3
2.145833333E-2,-3.009438515E-3
2.147916667E-2,-2.856814070E-3
2.150000000E-2,-2.582680900E-3
2.152083333E-2,-2.148819622E-3
2.154166667E-2,-1.727926079E-3
2.156250000E-2,-1.212601317E-3
2.158333333E-2,-7.719050045E-4
2.160416667E-2,-4.713074013E-4
2.162500000E-2,-1.947210258E-4
2.164583333E-2,-1.078453352E-5
2.166666667E-2,1.802116021E-4
2.168750000E-2,4.491495201E-4
2.170833333E-2,6.724018021E-4
2.172916667E-2,8.982376894E-4
2.175000000E-2,1.247277600E-3
2.177083333E-2,1.596254529E-3
2.179166667E-2,1.938062254E-3
2.181250000E-2,2.315543825E-3
2.183333333E-2,2.540219808E-3
2.185416667E-2,2.643207554E-3
2.187500000E-2,2.795901848E-3
2.189583333E-2,2.997730859E-3
2.191666667E-2,3.190283198E-3
2.193750000E-2,3.484675661E-3
2.195833333E-2,3.877460957E-3
2.197916667E-2,4.145966843E-3
2.200000000E-2,4.408336710E-3
2.202083333E-2,4.664647393E-3
2.204166667E-2,4.781401716E-3
2.206250000E-2,4.888794851E-3
2.208333333E-2,4.981247708E-3
2.210416667E-2,5.012429785E-3
2.212500000E-2,5.072565749E-3
2.214583333E-2,5.217953585E-3
2.216666667E-2,5.409804173E-3
2.218750000E-2,5.685694050E-3
2.220833333E-2,5.988456775E-3
2.222916667E-2,6.219453178E-3
2.225000000E-2,6.354958750E-3
2.227083333E-2,6.301237270E-3
2.229166667E-2,6.199060008E-3
2.231250000E-2,6.191574037E-3
2.233333333E-2,6.333111785E-3
2.235416667E-2,6.583352573E-3
2.237500000E-2,6.769783795E-3
2.239583333E-2,6.892192177E-3
2.241666667E-2,6.887516472E-3
2.243750000E-2,6.829981692E-3
2.245833333E-2,6.812809967E-3
2.247916667E-2,6.783714518E-3
2.250000000E-2,6.757662632E-3
2.252083333E-2,6.619972177E-3
2.254166667E-2,6.410760805E-3
2.256250000E-2,6.236736663E-3
2.258333333E-2,6.157846190E-3
2.260416667E-2,6.179931108E-3
2.262500000E-2,6.137457676E-3
2.264583333E-2,5.951528903E-3
2.266666667E-2,5.699005909E-3
2.268750000E-2,5.426163785E-3
2.270833333E-2,5.061918870E-3
2.272916667E-2,4.742662422E-3
2.275000000E-2,4.457188770E-3
2.277083333E-2,4.151517060E-3
2.279166667E-2,3.966656514E-3
2.281250000E-2,3.756839316E-3
2.283333333E-2,3.435692983E-3
2.285416667E-2,3.086125944E-3
2.287500000E-2,2.783169039E-3
2.289583333E-2,2.449265216E-3
2.291666667E-2,2.043132205E-3
2.293750000E-2,1.662938623E-3
2.295833333E-2,1.258964534E-3
2.297916667E-2,8.542854339E-4
2.300000000E-2,4.731343943E-4
2.302083333E-2,1.479649800E-4
2.304166667E-2,-1.334856934E-4
2.306250000E-2,-4.245322780E-4
2.308333333E-2,-7.353496039E-4
2.310416667E-2,-1.120325644E-3
2.312500000E-2,-1.506212750E-3
2.314583333E-2,-1.929789083E-3
2.316666667E-2,-2.409231151E-3
2.318750000E-2,-2.852206584E-3
2.320833333E-2,-3.303709440E-3
2.322916667E-2,-3.696671454E-3
2.325000000E-2,-3.999614622E-3
2.327083333E-2,-4.334116355E-3
2.329166667E-2,-4.697693512E-3
2.331250000E-2,-5.117243156E-3
2.333333333E-2,-5.617748480E-3
2.335416667E-2,-6.102969870E-3
2.337500000E-2,-6.538197398E-3
2.339583333E-2,-6.973810960E-3
2.341666667E-2,-7.393092848E-3
2.343750000E-2,-7.740074769E-3
2.345833333E-2,-8.080426604E-3
2.347916667E-2,-8.382853121E-3
2.350000000E-2,-8.654387668E-3
2.352083333E-2,-8.952319622E-3
2.354166667E-2,-9.229272604E-3
2.356250000E-2,-9.559164755E-3
2.358333333E-2,-9.971271269E-3
2.360416667E-2,-1.037942898E-2
2.362500000E-2,-1.066184510E-2
2.364583333E-2,-1.087599248E-2
2.366666667E-2,-1.110929064E-2
2.368750000E-2,-1.130146533E-2
2.370833333E-2,-1.153820194E-2
2.372916667E-2,-1.182796806E-2
2.375000000E-2,-1.213260647E-2
2.377083333E-2,-1.243294217E-2
2.379166667E-2,-1.267836895E-2
2.381250000E-2,-1.287560165E-2
2.383333333E-2,-1.302081067E-2
2.385416667E-2,-1.320688799E-2
2.387500000E-2,-1.336901262E-2
2.389583333E-2,-1.344805490E-2
2.391666667E-2,-1.351447217E-2
2.393750000E-2,-1.351243444E-2
2.395833333E-2,-1.355817262E-2
2.397916667E-2,-1.371209789E-2
2.400000000E-2,-1.387738995E-2
2.402083333E-2,-1.397333108E-2
2.404166667E-2,-1.396530122E-2
2.406250000E-2,-1.388354972E-2
2.408333333E-2,-1.377592236E-2
2.410416667E-2,-1.374696754E-2
2.412500000E-2,-1.374212466E-2
2.414583333E-2,-1.368837617E-2
2.416666667E-2,-1.358363964E-2
2.418750000E-2,-1.350097079E-2
2.420833333E-2,-1.352978498E-2
2.422916667E-2,-1.356194913E-2
2.425000000E-2,-1.351374201E-2
2.427083333E-2,-1.337426528E-2
2.429166667E-2,-1.310558431E-2
2.431250000E-2,-1.259699091E-2
2.433333333E-2,-1.194101200E-2
2.435416667E-2,-1.147391461E-2
2.437500000E-2,-1.124634966E-2
2.439583333E-2,-1.099938806E-2
2.441666667E-2,-1.060623396E-2
2.443750000E-2,-1.018008124E-2
2.445833333E-2,-9.747480042E-3
2.447916667E-2,-9.186793119E-3
2.450000000E-2,-8.450694382E-3
2.452083333E-2,-7.846183144E-3
2.454166667E-2,-7.607576437E-3
2.456250000E-2,-7.250138093E-3
2.458333333E-2,-6.596774794E-3
2.460416667E-2,-6.041248795E-3
2.462500000E-2,-5.638189614E-3
2.464583333E-2,-5.196877755E-3
2.466666667E-2,-4.745901562E-3
2.468750000E-2,-4.370680545E-3
2.470833333E-2,-3.804207314E-3
2.472916667E-2,-2.992835362E-3
2.475000000E-2,-2.066212008E-3
2.477083333E-2,-1.252483693E-3
2.479166667E-2,-9.517961880E-4
2.481250000E-2,-7.577672950E-4
2.483333333E-2,-3.127410891E-4
2.485416667E-2,1.745627960E-4
2.487500000E-2,9.023539023E-4
2.489583333E-2,1.827979926E-3
2.491666667E-2,2.566108014E-3
2.493750000E-2,3.133362159E-3
2.495833333E-2,3.596463939E-3
2.497916667E-2,3.959550988E-3
2.500000000E-2,4.480650648E-3
2.502083333E-2,5.119420122E-3
2.504166667E-2,5.579899531E-3
2.506250000E-2,6.035677157E-3
2.508333333E-2,6.493879482E-3
2.510416667E-2,6.875137798E-3
2.512500000E-2,7.506110705E-3
2.514583333E-2,8.113346063E-3
2.516666667E-2,8.504969999E-3
2.518750000E-2,9.097399190E-3
2.520833333E-2,9.604961611E-3
2.522916667E-2,9.912315756E-3
2.525000000E-2,1.041625533E-2
2.527083333E-2,1.086590253E-2
2.529166667E-2,1.126488205E-2
2.531250000E-2,1.193325594E-2
2.533333333E-2,1.248295978E-2
2.535416667E-2,1.279763691E-2
2.537500000E-2,1.324720029E-2
2.539583333E-2,1.359996386E-2
2.541666667E-2,1.375181694E-2
2.543750000E-2,1.394913159E-2
2.545833333E-2,1.410897076E-2
2.547916667E-2,1.435104571E-2
2.550000000E-2,1.466506906E-2
2.552083333E-2,1.474979892E-2
2.554166667E-2,1.479313895E-2
2.556250000E-2,1.497992873E-2
2.558333333E-2,1.506470144E-2
2.560416667E-2,1.489546895E-2
2.562500000E-2,1.470477134E-2
2.564583333E-2,1.474939287E-2
2.566666667E-2,1.487313397E-2
2.568750000E-2,1.484522037E-2
2.570833333E-2,1.462871674E-2
2.572916667E-2,1.436599437E-2
2.575000000E-2,1.428018417E-2
2.577083333E-2,1.426884159E-2
2.579166667E-2,1.432291791E-2
2.581250000E-2,1.447658334E-2
2.583333333E-2,1.441410650E-2
2.585416667E-2,1.401813142E-2
2.587500000E-2,1.336913090E-2
2.589583333E-2,1.282648928E-2
2.591666667E-2,1.273222733E-2
2.593750000E-2,1.269769296E-2
2.595833333E-2,1.239907183E-2
2.597916667E-2,1.205904502E-2
2.600000000E-2,1.169611327E-2
2.602083333E-2,1.124684513E-2
2.604166667E-2,1.091581024E-2
2.606250000E-2,1.077055279E-2
2.608333333E-2,1.062235050E-2
2.610416667E-2,1.018440165E-2
2.612500000E-2,9.509474039E-3
2.614583333E-2,9.072430432E-3
2.616666667E-2,8.854605258E-3
2.618750000E-2,8.571317419E-3
2.620833333E-2,8.441543207E-3
2.622916667E-2,8.401043713E-3
2.625000000E-2,8.077627979E-3
2.627083333E-2,7.427002303E-3
2.629166667E-2,6.610983051E-3
2.631250000E-2,5.986845121E-3
2.633333333E-2,5.624143872E-3
2.635416667E-2,5.333316978E-3
2.637500000E-2,5.060123745E-3
2.639583333E-2,4.720491357E-3
2.641666667E-2,4.253077321E-3
2.643750000E-2,3.641794901E-3
2.645833333E-2,3.083329182E-3
2.647916667E-2,2.696718089E-3
2.650000000E-2,2.268780489E-3
2.652083333E-2,1.690283651E-3
2.654166667E-2,9.934366681E-4
2.656250000E-2,4.353965051E-4
2.658333333E-2,2.195966517E-4
2.660416667E-2,1.006282255E-4
2.662500000E-2,-6.438234414E-5
2.664583333E-2,-3.221553052E-4
2.666666667E-2,-7.870677509E-4
2.668750000E-2,-1.318355673E-3
2.670833333E-2,-1.688128104E-3
2.672916667E-2,-1.930269878E-3
2.675000000E-2,-2.198077040E-3
2.677083333E-2,-2.471396932E-3
2.679166667E-2,-2.744740108E-3
2.681250000E-2,-2.958006691E-3
2.683333333E-2,-3.108386416E-3
2.685416667E-2,-3.311758628E-3
2.687500000E-2,-3.500068327E-3
2.689583333E-2,-3.722800408E-3
2.691666667E-2,-4.099086393E-3
2.693750000E-2,-4.455538001E-3
2.695833333E-2,-4.547628574E-3
2.697916667E-2,-4.497352522E-3
2.700000000E-2,-4.442431498E-3
2.702083333E-2,-4.393897951E-3
2.704166667E-2,-4.413031042E-3
2.706250000E-2,-4.427367821E-3
2.708333333E-2,-4.492365755E-3
2.710416667E-2,-4.628478084E-3
2.712500000E-2,-4.693526775E-3
2.714583333E-2,-4.697348457E-3
2.716666667E-2,-4.801507108E-3
2.718750000E-2,-5.033853464E-3
2.720833333E-2,-5.203592591E-3
2.722916667E-2,-5.218444858E-3
2.725000000E-2,-5.096538458E-3
2.727083333E-2,-4.963501357E-3
2.729166667E-2,-4.840036854E-3
2.731250000E-2,-4.741707817E-3
2.733333333E-2,-4.878965672E-3
2.735416667E-2,-5.101290997E-3
2.737500000E-2,-5.112349056E-3
2.739583333E-2,-4.860001151E-3
2.741666667E-2,-4.539367743E-3
2.743750000E-2,-4.382797051E-3
2.745833333E-2,-4.259315319E-3
2.747916667E-2,-4.027879797E-3
2.750000000E-2,-3.719750326E-3
2.752083333E-2,-3.358353628E-3
2.754166667E-2,-3.002263606E-3
2.756250000E-2,-2.738072537E-3
2.758333333E-2,-2.679139609E-3
2.760416667E-2,-2.703865059E-3
2.762500000E-2,-2.469185274E-3
2.764583333E-2,-1.964755589E-3
2.766666667E-2,-1.479666098E-3
2.768750000E-2,-1.119061606E-3
2.770833333E-2,-8.301160415E-4
2.772916667E-2,-5.751407589E-4
2.775000000E-2,-3.640960203E-4
2.777083333E-2,-2.220107417E-4
2.779166667E-2,-2.634269185E-5
2.781250000E-2,2.492717467E-4
2.783333333E-2,4.720935249E-4
2.785416667E-2,7.444795920E-4
2.787500000E-2,1.131299417E-3
2.789583333E-2,1.652676263E-3
2.791666667E-2,2.174115274E-3
2.793750000E-2,2.377546392E-3
2.795833333E-2,2.489408944E-3
2.797916667E-2,2.610052237E-3
2.800000000E-2,2.604876179E-3
2.802083333E-2,2.689939924E-3
2.804166667E-2,2.943180967E-3
2.806250000E-2,3.334912239E-3
2.808333333E-2,3.741269466E-3
2.810416667E-2,3.960192204E-3
2.812500000E-2,4.006171599E-3
2.814583333E-2,4.070290364E-3
2.816666667E-2,4.195701331E-3
2.818750000E-2,4.218707327E-3
2.820833333E-2,4.219643772E-3
2.822916667E-2,4.288591444E-3
2.825000000E-2,4.261788912E-3
2.827083333E-2,4.259027541E-3
2.829166667E-2,4.499147180E-3
2.831250000E-2,4.872843158E-3
2.833333333E-2,5.240893923E-3
2.835416667E-2,5.471321288E-3
2.837500000E-2,5.468087271E-3
2.839583333E-2,5.344706587E-3
2.841666667E-2,5.318751093E-3
2.843750000E-2,5.445105955E-3
2.845833333E-2,5.662433337E-3
2.847916667E-2,5.917358678E-3
2.850000000E-2,6.040383130E-3
2.852083333E-2,6.033750251E-3
2.854166667E-2,5.998827983E-3
2.856250000E-2,5.989971105E-3
2.858333333E-2,6.003170274E-3
2.860416667E-2,5.979612470E-3
2.862500000E-2,5.940315314E-3
2.864583333E-2,5.717321299E-3
2.866666667E-2,5.421776325E-3
2.868750000E-2,5.290442146E-3
2.870833333E-2,5.273832940E-3
2.872916667E-2,5.355810747E-3
2.875000000E-2,5.307810381E-3
2.877083333E-2,5.070993211E-3
2.879166667E-2,4.774673376E-3
2.881250000E-2,4.450986627E-3
2.883333333E-2,4.136141855E-3
2.885416667E-2,3.835727461E-3
2.887500000E-2,3.638488706E-3
2.889583333E-2,3.410103964E-3
2.891666667E-2,3.053917550E-3
2.893750000E-2,2.738587093E-3
2.895833333E-2,2.517633839E-3
2.897916667E-2,2.337431535E-3
2.900000000E-2,2.096543554E-3
2.902083333E-2,1.740546897E-3
2.904166667E-2,1.341131749E-3
2.906250000E-2,8.873695042E-4
2.908333333E-2,3.886035411E-4
2.910416667E-2,-1.746340422E-5
2.912500000E-2,-3.559840261E-4
2.914583333E-2,-6.111781695E-4
2.916666667E-2,-8.373409510E-4
2.918750000E-2,-1.187815098E-3
2.920833333E-2,-1.526266336E-3
2.922916667E-2,-1.847431762E-3
2.925000000E-2,-2.255681902E-3
2.927083333E-2,-2.745038830E-3
2.929166667E-2,-3.198490478E-3
2.931250000E-2,-3.576259362E-3
2.933333333E-2,-4.018356092E-3
2.935416667E-2,-4.337879829E-3
2.937500000E-2,-4.551488906E-3
2.939583333E-2,-4.859696142E-3
2.941666667E-2,-5.200900603E-3
2.943750000E-2,-5.705025047E-3
2.945833333E-2,-6.292698905E-3
2.947916667E-2,-6.770873442E-3
2.950000000E-2,-7.222711109E-3
2.952083333E-2,-7.664393168E-3
2.954166667E-2,-8.021201938E-3
2.956250000E-2,-8.336506784E-3
2.958333333E-2,-8.722772822E-3
2.960416667E-2,-9.088054299E-3
2.962500000E-2,-9.358470328E-3
2.964583333E-2,-9.657870047E-3
2.966666667E-2,-1.007346995E-2
2.968750000E-2,-1.062602177E-2
2.970833333E-2,-1.122331060E-2
2.972916667E-2,-1.162139047E-2
2.975000000E-2,-1.179712079E-2
2.977083333E-2,-1.194990426E-2
2.979166667E-2,-1.208654419E-2
2.981250000E-2,-1.226609387E-2
2.983333333E-2,-1.259309240E-2
2.985416667E-2,-1.292434894E-2
2.987500000E-2,-1.320402697E-2
2.989583333E-2,-1.343692839E-2
2.991666667E-2,-1.359579526E-2
2.993750000E-2,-1.381198596E-2
2.995833333E-2,-1.407513767E-2
2.997916667E-2,-1.427116804E-2
3.000000000E-2,-1.443949714E-2
3.002083333E-2,-1.449485123E-2
3.004166667E-2,-1.447829232E-2
3.006250000E-2,-1.459787413E-2
3.008333333E-2,-1.478376240E-2
3.010416667E-2,-1.498902123E-2
3.012500000E-2,-1.523571461E-2
3.014583333E-2,-1.542099286E-2
3.016666667E-2,-1.543562021E-2
3.018750000E-2,-1.530624367E-2
3.020833333E-2,-1.522881445E-2
3.022916667E-2,-1.527485251E-2
3.025000000E-2,-1.540167816E-2
3.027083333E-2,-1.552615315E-2
3.029166667E-2,-1.556409150E-2
3.031250000E-2,-1.556215808E-2
3.033333333E-2,-1.551079564E-2
3.035416667E-2,-1.543379389E-2
3.037500000E-2,-1.539686043E-2
3.039583333E-2,-1.529863104E-2
3.041666667E-2,-1.499954611E-2
3.043750000E-2,-1.440283004E-2
3.045833333E-2,-1.369613875E-2
3.047916667E-2,-1.320090424E-2
3.050000000E-2,-1.291774213E-2
3.052083333E-2,-1.271355711E-2
3.054166667E-2,-1.238189638E-2
3.056250000E-2,-1.180600375E-2
3.058333333E-2,-1.112139318E-2
3.060416667E-2,-1.044041570E-2
3.062500000E-2,-9.854207747E-3
3.064583333E-2,-9.401621297E-3
3.066666667E-2,-9.035762399E-3
3.068750000E-2,-8.565600030E-3
3.070833333E-2,-7.887243293E-3
3.072916667E-2,-7.264874876E-3
3.075000000E-2,-6.835676730E-3
3.077083333E-2,-6.456300616E-3
3.079166667E-2,-5.985446740E-3
3.081250000E-2,-5.407790188E-3
3.083333333E-2,-4.680033773E-3
3.085416667E-2,-3.792928765E-3
3.087500000E-2,-3.045880701E-3
3.089583333E-2,-2.578621730E-3
3.091666667E-2,-2.216908149E-3
3.093750000E-2,-1.869927510E-3
3.095833333E-2,-1.396047301E-3
3.097916667E-2,-6.438565906E-4
3.100000000E-2,2.430046006E-4
3.102083333E-2,1.066941768E-3
3.104166667E-2,1.765150460E-3
3.106250000E-2,2.307103947E-3
3.108333333E-2,2.757205162E-3
3.110416667E-2,3.308261279E-3
3.112500000E-2,3.987581003E-3
3.114583333E-2,4.585041665E-3
3.116666667E-2,5.086749792E-3
3.118750000E-2,5.499931984E-3
3.120833333E-2,5.847582128E-3
3.122916667E-2,6.412196904E-3
3.125000000E-2,7.133422419E-3
3.127083333E-2,7.834847085E-3
3.129166667E-2,8.482656442E-3
3.131250000E-2,8.977673948E-3
3.133333333E-2,9.390790015E-3
3.135416667E-2,9.826228954E-3
3.137500000E-2,1.036096271E-2
3.139583333E-2,1.097189263E-2
